spend_all,spend_apg,spend_aer,spend_grf,spend_hcs,spend_acf,spend_tws,spend_retail_no_grocery,spend_retail_w_grocery
-0.0504,-0.083,-0.547,0.111,-0.14800000000000002,-0.308,-0.475,0.0872,0.0949
-0.0525,-0.0867,-0.555,0.109,-0.149,-0.307,-0.473,0.0854,0.0929
-0.0514,-0.0939,-0.56,0.106,-0.0973,-0.311,-0.479,0.0855,0.0919
-0.0566,-0.0978,-0.5529999999999999,0.099,-0.105,-0.313,-0.48100000000000004,0.0753,0.0829
-0.0599,-0.098,-0.53,0.102,-0.155,-0.308,-0.469,0.0701,0.0804
-0.0573,-0.0945,-0.5429999999999999,0.109,-0.152,-0.302,-0.465,0.0756,0.0865
-0.0572,-0.0918,-0.556,0.106,-0.14800000000000002,-0.3,-0.461,0.0788,0.0876
-0.0549,-0.092,-0.5589999999999999,0.10800000000000001,-0.14800000000000002,-0.299,-0.46,0.0808,0.0895
-0.048,-0.0929,-0.547,0.115,-0.152,-0.302,-0.45799999999999996,0.0845,0.0945
-0.0464,-0.0904,-0.536,0.12,-0.15,-0.302,-0.452,0.0848,0.0962
-0.0475,-0.0903,-0.542,0.11900000000000001,-0.14400000000000002,-0.299,-0.452,0.086,0.0967
-0.0418,-0.0908,-0.5670000000000001,0.11699999999999999,-0.0892,-0.297,-0.457,0.0865,0.0962
-0.0345,-0.08900000000000001,-0.555,0.12300000000000001,-0.0903,-0.293,-0.45399999999999996,0.0918,0.102
-0.0365,-0.0984,-0.54,0.122,-0.10099999999999999,-0.292,-0.45399999999999996,0.0865,0.098
-0.0401,-0.10300000000000001,-0.5379999999999999,0.11199999999999999,-0.11,-0.293,-0.45299999999999996,0.0806,0.0907
-0.0458,-0.111,-0.562,0.109,-0.128,-0.297,-0.45299999999999996,0.0725,0.0844
-0.0379,-0.106,-0.5429999999999999,0.109,-0.131,-0.29600000000000004,-0.457,0.0887,0.0955
-0.0352,-0.10400000000000001,-0.5660000000000001,0.105,-0.161,-0.301,-0.45799999999999996,0.105,0.105
-0.0298,-0.0995,-0.546,0.10099999999999999,-0.16699999999999998,-0.302,-0.455,0.11900000000000001,0.113
-0.0417,-0.0995,-0.564,0.0924,-0.165,-0.304,-0.46299999999999997,0.11900000000000001,0.11
-0.0401,-0.0994,-0.575,0.0934,-0.149,-0.302,-0.46299999999999997,0.122,0.113
-0.0358,-0.0936,-0.5760000000000001,0.102,-0.135,-0.299,-0.46,0.128,0.12
-0.0403,-0.0883,-0.5920000000000001,0.106,-0.157,-0.29600000000000004,-0.46,0.128,0.121
-0.0436,-0.0921,-0.597,0.0976,-0.141,-0.294,-0.462,0.114,0.109
-0.0509,-0.0926,-0.59,0.1,-0.17800000000000002,-0.29100000000000004,-0.462,0.10099999999999999,0.10099999999999999
-0.0477,-0.0942,-0.593,0.10400000000000001,-0.10400000000000001,-0.289,-0.465,0.0986,0.1
-0.0424,-0.0946,-0.5770000000000001,0.10300000000000001,-0.105,-0.29100000000000004,-0.46299999999999997,0.0905,0.0949
-0.0377,-0.085,-0.5579999999999999,0.10800000000000001,-0.11900000000000001,-0.293,-0.461,0.0932,0.0983
-0.0385,-0.0871,-0.55,0.106,-0.134,-0.29600000000000004,-0.461,0.0936,0.0977
-0.0446,-0.0912,-0.5529999999999999,0.0943,-0.11199999999999999,-0.29600000000000004,-0.467,0.0859,0.0886
-0.0449,-0.0791,-0.551,0.1,-0.145,-0.29100000000000004,-0.46399999999999997,0.0906,0.0937
-0.0469,-0.0785,-0.552,0.105,-0.14,-0.29,-0.46799999999999997,0.0881,0.0936
-0.0478,-0.0838,-0.547,0.115,-0.157,-0.292,-0.473,0.0867,0.096
-0.0425,-0.09300000000000001,-0.5489999999999999,0.11800000000000001,-0.153,-0.294,-0.47600000000000003,0.0966,0.10400000000000001
-0.0479,-0.102,-0.555,0.12300000000000001,-0.142,-0.3,-0.474,0.0898,0.1
-0.0624,-0.105,-0.568,0.11800000000000001,-0.135,-0.302,-0.47700000000000004,0.0841,0.0951
-0.0498,-0.12,-0.536,0.127,-0.105,-0.303,-0.46299999999999997,0.079,0.0946
-0.053,-0.136,-0.529,0.133,-0.191,-0.303,-0.455,0.0635,0.0865
-0.0615,-0.15,-0.526,0.11599999999999999,-0.17600000000000002,-0.309,-0.457,0.053,0.0735
-0.0651,-0.155,-0.531,0.102,-0.18,-0.318,-0.46,0.0469,0.0643
-0.066,-0.136,-0.528,0.105,-0.16899999999999998,-0.317,-0.456,0.039,0.0601
-0.0592,-0.12300000000000001,-0.526,0.10800000000000001,-0.163,-0.307,-0.45799999999999996,0.0436,0.0638
-0.0446,-0.124,-0.517,0.114,-0.152,-0.308,-0.457,0.0457,0.0672
-0.0283,-0.0341,-0.564,0.155,-0.135,-0.306,-0.478,0.133,0.14
